CICLO,ENTE,RAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_INVERSIÓN
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,TOTAL,Modificado,3042173740.06,743527487.18,2951437.59,67361121.79,3856013786.62,271635795.19,,,271635795.19,4127649581.81,93.41911686527213,6.580883134727876
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,TOTAL,Devengado,3000096377.26,743271610.17,2951437.59,67361121.79,3813680546.81,259546632.32,,,259546632.32,4073227179.13,93.6279853564309,6.372014643569096
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,TOTAL,Ejercicio,3000096377.26,743271610.17,2951437.59,67361121.79,3813680546.81,259546632.32,,,259546632.32,4073227179.13,93.6279853564309,6.372014643569096
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,TOTAL,Porcentaje Ejer/Aprob,94.7,84.5,51.3,120.7,92.8,58.2,,,58.2,89.4,,
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,TOTAL,Porcentaje Ejer/Modif,98.6,100.0,100.0,100.0,98.9,95.5,,,95.5,98.7,,
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Otras Actividades,,,,,,,,,,,,
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Aprobado,3166963875.0,879674621.0,5751564.0,55791616.0,4108181676.0,445717015.0,,,445717015.0,4553898691.0,90.21240819693939,9.7875918030606
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Modificado,3042173740.06,743527487.18,2951437.59,67361121.79,3856013786.62,271635795.19,,,271635795.19,4127649581.81,93.41911686527213,6.580883134727876
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Devengado,3000096377.26,743271610.17,2951437.59,67361121.79,3813680546.81,259546632.32,,,259546632.32,4073227179.13,93.6279853564309,6.372014643569096
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Ejercicio,3000096377.26,743271610.17,2951437.59,67361121.79,3813680546.81,259546632.32,,,259546632.32,4073227179.13,93.6279853564309,6.372014643569096
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Porcentaje Ejer/Aprob,94.7,84.5,51.3,120.7,92.8,58.2,,,58.2,89.4,,
2014,Poder Judicial,Suprema Corte de Justicia de la Nación,R001,Porcentaje Ejer/Modif,98.6,100.0,100.0,100.0,98.9,95.5,,,95.5,98.7,,
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Aprobado,35512380172.0,4046185082.0,,111979206.0,39670544460.0,3528507543.0,,0.0,3528507543.0,43199052003.0,91.83197922316684,8.168020776833156
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Modificado,35412640606.97,3774160546.79,,107179337.86,39293980491.62,2636778478.45,,1538293032.93,4175071511.38,43469052003.0,90.39530121086639,9.604698789133609
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Devengado,35412640606.0,3757376059.0,,107158721.0,39277175386.0,2611440202.0,,1538293033.0,4149733235.0,43426908621.0,90.44432733811196,9.555672661888046
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Ejercicio,35237947615.0,3290242449.0,,103746827.0,38631936891.0,2319307419.0,,1538293033.0,3857600452.0,42489537343.0,90.92105799868041,9.078942001319593
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Porcentaje Ejer/Aprob,99.2,81.3,,92.6,97.4,65.7,,,109.3,98.4,,
2014,Poder Judicial,Consejo de la Judicatura Federal,TOTAL,Porcentaje Ejer/Modif,99.5,87.2,,96.8,98.3,88.0,,100.0,92.4,97.7,,
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Otras Actividades,,,,,,,,,,,,
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Aprobado,35512380172.0,4046185082.0,,111979206.0,39670544460.0,3528507543.0,,0.0,3528507543.0,43199052003.0,91.83197922316684,8.168020776833156
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Modificado,35412640606.97,3774160546.79,,107179337.86,39293980491.62,2636778478.45,,1538293032.93,4175071511.38,43469052003.0,90.39530121086639,9.604698789133609
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Devengado,35412640606.0,3757376059.0,,107158721.0,39277175386.0,2611440202.0,,1538293033.0,4149733235.0,43426908621.0,90.44432733811196,9.555672661888046
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Ejercicio,35237947615.0,3290242449.0,,103746827.0,38631936891.0,2319307419.0,,1538293033.0,3857600452.0,42489537343.0,90.92105799868041,9.078942001319593
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Porcentaje Ejer/Aprob,99.2,81.3,,92.6,97.4,65.7,,,109.3,98.4,,
2014,Poder Judicial,Consejo de la Judicatura Federal,R001,Porcentaje Ejer/Modif,99.5,87.2,,96.8,98.3,88.0,,100.0,92.4,97.7,,
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Aprobado,1809467970.0,408128940.0,,22327000.0,2239923910.0,248691568.0,,,248691568.0,2488615478.0,90.0068302958614,9.9931697041386
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Modificado,1853368198.0,466139110.6,,21738462.71,2341245771.31,257578256.69,,,257578256.69,2598824028.0,90.08866110537593,9.911338894624073
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Devengado,1781927693.0,408096612.0,,20434941.0,2210459246.0,101608465.0,,,101608465.0,2312067711.0,95.60529890553885,4.394701094461156
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Ejercicio,1781927693.0,408096612.0,,20434941.0,2210459246.0,101608465.0,,,101608465.0,2312067711.0,95.60529890553885,4.394701094461156
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Porcentaje Ejer/Aprob,98.5,100.0,,91.5,98.7,40.9,,,40.9,92.9,,
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,TOTAL,Porcentaje Ejer/Modif,96.1,87.5,,94.0,94.4,39.4,,,39.4,89.0,,
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Otras Actividades,,,,,,,,,,,,
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Aprobado,1809467970.0,408128940.0,,22327000.0,2239923910.0,248691568.0,,,248691568.0,2488615478.0,90.0068302958614,9.9931697041386
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Modificado,1853368198.0,466139110.6,,21738462.71,2341245771.31,257578256.69,,,257578256.69,2598824028.0,90.08866110537593,9.911338894624073
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Devengado,1781927693.0,408096612.0,,20434941.0,2210459246.0,101608465.0,,,101608465.0,2312067711.0,95.60529890553885,4.394701094461156
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Ejercicio,1781927693.0,408096612.0,,20434941.0,2210459246.0,101608465.0,,,101608465.0,2312067711.0,95.60529890553885,4.394701094461156
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Porcentaje Ejer/Aprob,98.5,100.0,,91.5,98.7,40.9,,,40.9,92.9,,
2014,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,R001,Porcentaje Ejer/Modif,96.1,87.5,,94.0,94.4,39.4,,,39.4,89.0,,
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Aprobado,5117180532.0,2409251659.0,,4085836206.0,11612268397.0,221709781.0,,,221709781.0,11833978178.0,98.12649831134411,1.873501688655894
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Modificado,5214924711.95,2454528296.36,,4312416928.03,11981869936.34,295478899.94,,,295478899.94,12277348836.28,97.59330044392932,2.4066995560706834
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Devengado,5213083088.0,2246844972.0,,4269461280.0,11729389340.0,273814334.0,,,273814334.0,12003203674.0,97.71882289564822,2.281177104351783
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Ejercicio,5213083088.0,2246844972.0,,4269461280.0,11729389340.0,273814334.0,,,273814334.0,12003203674.0,97.71882289564822,2.281177104351783
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Porcentaje Ejer/Aprob,101.9,93.3,,104.5,101.0,123.5,,,123.5,101.4,,
2014,Órganos Autónomos,Instituto Nacional Electoral,TOTAL,Porcentaje Ejer/Modif,100.0,91.5,,99.0,97.9,92.7,,,92.7,97.8,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Gestión Administrativa,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Aprobado,866951524.0,702835541.0,,4193013.0,1573980078.0,1975630.0,,,1975630.0,1575955708.0,99.87463924335113,0.1253607566488791
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Modificado,851952225.54,755442067.16,,187754126.15,1795148418.85,48429618.95,,,48429618.95,1843578037.8,97.37306379458758,2.626936205412416
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Devengado,850110615.0,722728618.0,,187754125.0,1760593358.0,48421191.0,,,48421191.0,1809014549.0,97.32333877431961,2.676661225680391
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Ejercicio,850110615.0,722728618.0,,187754125.0,1760593358.0,48421191.0,,,48421191.0,1809014549.0,97.32333877431961,2.676661225680391
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Porcentaje Ejer/Aprob,98.1,102.8,,4477.8,111.9,2450.9,,,2450.9,114.8,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M001,Porcentaje Ejer/Modif,99.8,95.7,,100.0,98.1,100.0,,,100.0,98.1,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Organización del servicio profesional electoral,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Aprobado,48739661.0,39067604.0,,40000.0,87847265.0,7000.0,,,7000.0,87854265.0,99.99203225933312,0.007967740666887373
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Modificado,56015624.04,46980172.2,,218774.0,103214570.24,0.0,,,0.0,103214570.24,100.0,0.0
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Devengado,56015624.0,41199564.0,,148774.0,97363962.0,0.0,,,0.0,97363962.0,100.0,0.0
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Ejercicio,56015624.0,41199564.0,,148774.0,97363962.0,0.0,,,0.0,97363962.0,100.0,0.0
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Porcentaje Ejer/Aprob,114.9,105.5,,371.9,110.8,,,,,110.8,,
2014,Órganos Autónomos,Instituto Nacional Electoral,M002,Porcentaje Ejer/Modif,100.0,87.7,,68.0,94.3,,,,,94.3,,
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Apoyo a la función pública y al mejoramiento de la gestión,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Aprobado,97838423.0,19837266.0,,0.0,117675689.0,0.0,,,0.0,117675689.0,100.0,0.0
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Modificado,99597025.53,20073879.39,,525930.96,120196835.88,21855.0,,,21855.0,120218690.88,99.98182063051925,0.018179369480753407
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Devengado,99597026.0,19192255.0,,525931.0,119315212.0,21855.0,,,21855.0,119337067.0,99.98168632718281,0.018313672817180934
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Ejercicio,99597026.0,19192255.0,,525931.0,119315212.0,21855.0,,,21855.0,119337067.0,99.98168632718281,0.018313672817180934
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Porcentaje Ejer/Aprob,101.8,96.7,,,101.4,,,,,101.4,,
2014,Órganos Autónomos,Instituto Nacional Electoral,O001,Porcentaje Ejer/Modif,100.0,95.6,,100.0,99.3,100.0,,,100.0,99.3,,
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,"Planeación, innovación, seguimiento y evaluación",,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Aprobado,30474905.0,21119166.0,,0.0,51594071.0,262410.0,,,262410.0,51856481.0,99.49396874809149,0.5060312519085126
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Modificado,37185719.59,16363993.02,,3000.0,53552712.61,1241481.0,,,1241481.0,54794193.61,97.73428365633721,2.265716343662786
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Devengado,37185719.0,14804320.0,,3000.0,51993039.0,1241481.0,,,1241481.0,53234520.0,97.66790233104385,2.3320976689561586
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Ejercicio,37185719.0,14804320.0,,3000.0,51993039.0,1241481.0,,,1241481.0,53234520.0,97.66790233104385,2.3320976689561586
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Porcentaje Ejer/Aprob,122.0,70.1,,,100.8,473.1,,,473.1,102.7,,
2014,Órganos Autónomos,Instituto Nacional Electoral,P001,Porcentaje Ejer/Modif,100.0,90.5,,100.0,97.1,100.0,,,100.0,97.2,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Organización electoral federal,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Aprobado,375566409.0,102821133.0,,31851772.0,510239314.0,3364335.0,,,3364335.0,513603649.0,99.34495500439873,0.6550449956012676
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Modificado,391755725.16,167379782.91,,65464772.51,624600280.58,9313600.29,,,9313600.29,633913880.87,98.5307783011128,1.4692216988872007
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Devengado,391755720.0,152527583.0,,65464770.0,609748073.0,9313600.0,,,9313600.0,619061673.0,98.49552953991387,1.504470460086131
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Ejercicio,391755720.0,152527583.0,,65464770.0,609748073.0,9313600.0,,,9313600.0,619061673.0,98.49552953991387,1.504470460086131
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Porcentaje Ejer/Aprob,104.3,148.3,,205.5,119.5,276.8,,,276.8,120.5,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R002,Porcentaje Ejer/Modif,100.0,91.1,,100.0,97.6,100.0,,,100.0,97.7,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Capacitación y educación para el ejercicio democrático de la ciudadanía,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Aprobado,382006672.0,152106109.0,,25718077.0,559830858.0,237500.0,,,237500.0,560068358.0,99.95759446206743,0.04240553793256787
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Modificado,402475976.4,169859028.12,,21774226.6,594109231.12,562570.81,,,562570.81,594671801.93,99.90539810225167,0.09460189774833502
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Devengado,402475967.0,160605869.0,,20315736.0,583397572.0,562571.0,,,562571.0,583960143.0,99.9036627744644,0.09633722553561332
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Ejercicio,402475967.0,160605869.0,,20315736.0,583397572.0,562571.0,,,562571.0,583960143.0,99.9036627744644,0.09633722553561332
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Porcentaje Ejer/Aprob,105.4,105.6,,79.0,104.2,236.9,,,236.9,104.3,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R003,Porcentaje Ejer/Modif,100.0,94.6,,93.3,98.2,100.0,,,100.0,98.2,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Actualización del padrón electoral y expedición de la credencial para votar,,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Aprobado,1760316238.0,746566903.0,,49159591.0,2556042732.0,56760317.0,,,56760317.0,2612803049.0,97.82760828368889,2.1723917163111057
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Modificado,1805097228.0,661497002.02,,60321123.2,2526915353.22,75910602.16,,,75910602.16,2602825955.38,97.08353138237715,2.916468617622857
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Devengado,1805097223.0,618590507.0,,60320407.0,2484008137.0,72293616.0,,,72293616.0,2556301753.0,97.17194513851277,2.8280548614872387
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Ejercicio,1805097223.0,618590507.0,,60320407.0,2484008137.0,72293616.0,,,72293616.0,2556301753.0,97.17194513851277,2.8280548614872387
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Porcentaje Ejer/Aprob,102.5,82.9,,122.7,97.2,127.4,,,127.4,97.8,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R005,Porcentaje Ejer/Modif,100.0,93.5,,100.0,98.3,95.2,,,95.2,98.2,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R008,"Dirección, soporte jurídico electoral y apoyo logístico",,,,,,,,,,,,
2014,Órganos Autónomos,Instituto Nacional Electoral,R008,Aprobado,1082782709.0,83757013.0,,1680000.0,1168219722.0,4934579.0,,,4934579.0,1173154301.0,99.57937510898662,0.42062489101337747
