CICLO,ENTE,RAMO,SUBRAMO,PROGRAMA,PRESUPUESTO,GC_SERVICIOS_PERSONALES,GC_GASTO_DE_OPERACIÓN,GC_SUBSIDIOS,GC_OTROS_DE_CORRIENTE,GC_SUMA,GI_INVERSIÓN_FÍSICA,GI_SUBSIDIOS,GI_OTROS_DE_INVERSIÓN,GI_SUMA,TOTAL,PORCENTAJE_CORRIENTE,PORCENTAJE_INVERSIÓN
2015,Poder Legislativo,H. Cámara de Diputados,,R001,Devengado,4854640165.3,1797116908.94,1045523980.24,15560056.33,7712841110.81,96727992.71,0.0,0.0,96727992.71,7809569103.52,98.76141703302936,1.2385829669706343
2015,Poder Legislativo,H. Cámara de Diputados,,R001,Ejercicio,4854640165.3,1797116908.94,1045523980.24,15560056.33,7712841110.81,96727992.71,0.0,0.0,96727992.71,7809569103.52,98.76141703302936,1.2385829669706343
2015,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Aprob,113.03973239720561,101.62472968378783,104.4228093176368,86.43342500649915,108.90366347443768,123.16161772710493,0.0,0.0,123.16161772710493,109.0600403708837,,
2015,Poder Legislativo,H. Cámara de Diputados,,R001,Porcentaje Ejer/Modif,100.0,100.0,100.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Aprobado,2258590814.0,1676259667.0,0.0,11512791.0,3946363272.0,72813997.0,0.0,0.0,72813997.0,4019177269.0,98.1883357680783,1.8116642319216898
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Modificado,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,58903288.4,0.0,135000000.0,193903288.4,4300561473.1,95.49120993589175,4.508790064108245
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Devengado,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,58903288.4,0.0,135000000.0,193903288.4,4300561473.1,95.49120993589175,4.508790064108245
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Ejercicio,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,58903288.4,0.0,135000000.0,193903288.4,4300561473.1,95.49120993589175,4.508790064108245
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Porcentaje Ejer/Aprob,104.9497534417051,102.96147520144324,0.0,90.08252473270817,104.0618387525881,80.89555693529637,0.0,0.0,266.29947041638167,107.00103989615792,,
2015,Poder Legislativo,H. Cámara de Senadores,,TOTAL,Porcentaje Ejer/Modif,100.0,100.0,0.0,100.0,100.0,100.0,0.0,100.0,100.0,100.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Otros Proyectos,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Aprobado,0.0,0.0,0.0,0.0,0.0,4572219.0,0.0,0.0,4572219.0,4572219.0,0.0,100.0
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Modificado,0.0,0.0,0.0,0.0,0.0,32344516.89,0.0,135000000.0,167344516.89,167344516.89,0.0,100.0
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Devengado,0.0,0.0,0.0,0.0,0.0,32344516.89,0.0,135000000.0,167344516.89,167344516.89,0.0,100.0
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Ejercicio,0.0,0.0,0.0,0.0,0.0,32344516.89,0.0,135000000.0,167344516.89,167344516.89,0.0,100.0
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Porcentaje Ejer/Aprob,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,K026,Porcentaje Ejer/Modif,0.0,0.0,0.0,0.0,0.0,100.0,0.0,100.0,100.0,100.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Actividades derivadas del trabajo legislativo,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Aprobado,2258590814.0,1676259667.0,0.0,11512791.0,3946363272.0,68241778.0,0.0,0.0,68241778.0,4014605050.0,98.3001621043644,1.6998378956355868
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Modificado,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,26558771.51,0.0,0.0,26558771.51,4133216956.21,99.35743098435478,0.642569015645222
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Devengado,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,26558771.51,0.0,0.0,26558771.51,4133216956.21,99.35743098435478,0.642569015645222
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Ejercicio,2370385490.55,1725901681.35,0.0,10371012.8,4106658184.7,26558771.51,0.0,0.0,26558771.51,4133216956.21,99.35743098435478,0.642569015645222
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Porcentaje Ejer/Aprob,104.9497534417051,102.96147520144324,0.0,90.08252473270817,104.0618387525881,38.918639414699896,0.0,0.0,38.918639414699896,102.95450996381325,,
2015,Poder Legislativo,H. Cámara de Senadores,,R001,Porcentaje Ejer/Modif,100.0,100.0,0.0,100.0,100.0,100.0,0.0,0.0,100.0,100.0,,
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Aprobado,1455910329.0,234576443.0,0.0,16073315.0,1706560087.0,333434290.0,0.0,0.0,333434290.0,2039994377.0,83.65513681021288,16.344863189787116
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Modificado,1513329662.51,240752887.98,0.0,15328788.62,1769411339.11,415195762.57,0.0,0.0,415195762.57,2184607101.68,80.99448810494539,19.005511895054603
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Devengado,1510884429.57,239987441.08,0.0,15328788.62,1766200659.27,415195762.57,0.0,0.0,415195762.57,2181396421.84,80.96651491617538,19.0334850838246
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Ejercicio,1510884429.57,239987441.08,0.0,15328788.62,1766200659.27,415195762.57,0.0,0.0,415195762.57,2181396421.84,80.96651491617538,19.0334850838246
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Porcentaje Ejer/Aprob,103.7759262692888,102.3067099197169,0.0,95.36793511481608,103.4947830272325,124.52101509115934,0.0,0.0,124.52101509115934,106.93149189204848,,
2015,Poder Legislativo,Auditoría Superior de la Federación,,TOTAL,Porcentaje Ejer/Modif,99.83842033890062,99.68206117632799,0.0,100.0,99.81854531114202,100.0,0.0,0.0,100.0,99.85303170361706,,
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,"Entregar a la Cámara de Diputados del H. Congreso de la Unión, el informe sobre la revisión de la Cuenta de la Hacienda Pública Federal",0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Aprobado,1455910329.0,234576443.0,0.0,16073315.0,1706560087.0,333434290.0,0.0,0.0,333434290.0,2039994377.0,83.65513681021288,16.344863189787116
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Modificado,1513329662.51,240752887.98,0.0,15328788.62,1769411339.11,415195762.57,0.0,0.0,415195762.57,2184607101.68,80.99448810494539,19.005511895054603
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Devengado,1510884429.57,239987441.08,0.0,15328788.62,1766200659.27,415195762.57,0.0,0.0,415195762.57,2181396421.84,80.96651491617538,19.0334850838246
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Ejercicio,1510884429.57,239987441.08,0.0,15328788.62,1766200659.27,415195762.57,0.0,0.0,415195762.57,2181396421.84,80.96651491617538,19.0334850838246
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Porcentaje Ejer/Aprob,103.7759262692888,102.3067099197169,0.0,95.36793511481608,103.4947830272325,124.52101509115934,0.0,0.0,124.52101509115934,106.93149189204848,,
2015,Poder Legislativo,Auditoría Superior de la Federación,,R002,Porcentaje Ejer/Modif,99.83842033890062,99.68206117632799,0.0,100.0,99.81854531114202,100.0,0.0,0.0,100.0,99.85303170361706,,
2015,Poder Judicial,,,TOTAL,Aprobado,44866574118.0,5108178228.0,5952492.0,211262507.0,50191967345.0,817927369.0,0.0,759173996.0,1577101365.0,51769068710.0,96.9535836662726,3.046416333727399
2015,Poder Judicial,,,TOTAL,Modificado,43822406547.76,5659733444.79,3111515.88,226309839.49,49711561347.92,644258949.23,0.0,759173996.0,1403432945.23,51114994293.15,97.25436153395388,2.7456384660461093
2015,Poder Judicial,,,TOTAL,Devengado,43692124119.64,5328445109.06,3111515.88,215528378.12,49239209122.7,583596335.84,0.0,759173996.0,1342770331.84,50581979454.54,97.34535827518019,2.654641724819805
2015,Poder Judicial,,,TOTAL,Ejercicio,43054497676.23,4859089817.81,3111515.88,213618464.52,48130317474.44,501274167.07,0.0,759173996.0,1260448163.07,49390765637.51,97.44800845502029,2.5519915449797113
2015,Poder Judicial,,,TOTAL,Porcentaje Ejer/Aprob,95.9611883069026,95.12373298126826,52.27249158839693,101.1151801393704,95.89247048957252,61.28590215569617,0.0,100.0,79.92182310171293,95.40593807894676,,
2015,Poder Judicial,,,TOTAL,Porcentaje Ejer/Modif,98.24767982403456,85.85368666580892,100.0,94.39203571590143,96.81916272471663,77.80631804480305,0.0,100.0,89.81178383719877,96.62676543451934,,
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Aprobado,3310566676.0,929685696.0,5952492.0,61064047.0,4307268911.0,347653893.0,0.0,0.0,347653893.0,4654922804.0,92.53147887433796,7.468521125662045
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Modificado,3137100028.22,651753680.82,3111515.88,67610814.47,3859576039.39,171399368.09,0.0,0.0,171399368.09,4030975407.48,95.7479430965531,4.2520569034468965
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Devengado,3129019092.62,648981285.52,3111515.88,66089079.55,3847200973.57,153756470.26,0.0,0.0,153756470.26,4000957443.83,96.15700810571948,3.8429918942805203
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Ejercicio,3129019092.62,648981285.52,3111515.88,66089079.55,3847200973.57,153756470.26,0.0,0.0,153756470.26,4000957443.83,96.15700810571948,3.8429918942805203
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Porcentaje Ejer/Aprob,94.51611759714336,69.8065258304243,52.27249158839693,108.2291181093844,89.3188016133595,44.226880053950666,0.0,0.0,44.226880053950666,85.9511019257281,,
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,TOTAL,Porcentaje Ejer/Modif,99.74240746143549,99.5746252945573,100.0,97.74927290563078,99.6793672234022,89.70655608208781,0.0,0.0,89.70655608208781,99.2553176188002,,
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Otras Actividades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Aprobado,3310566676.0,929685696.0,5952492.0,61064047.0,4307268911.0,347653893.0,0.0,0.0,347653893.0,4654922804.0,92.53147887433796,7.468521125662045
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Modificado,3137100028.22,651753680.82,3111515.88,67610814.47,3859576039.39,171399368.09,0.0,0.0,171399368.09,4030975407.48,95.7479430965531,4.2520569034468965
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Devengado,3129019092.62,648981285.52,3111515.88,66089079.55,3847200973.57,153756470.26,0.0,0.0,153756470.26,4000957443.83,96.15700810571948,3.8429918942805203
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Ejercicio,3129019092.62,648981285.52,3111515.88,66089079.55,3847200973.57,153756470.26,0.0,0.0,153756470.26,4000957443.83,96.15700810571948,3.8429918942805203
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Porcentaje Ejer/Aprob,94.51611759714336,69.8065258304243,52.27249158839693,108.2291181093844,89.3188016133595,44.226880053950666,0.0,0.0,44.226880053950666,85.9511019257281,,
2015,Poder Judicial,Suprema Corte de Justicia de la Nación,,R001,Porcentaje Ejer/Modif,99.74240746143549,99.5746252945573,100.0,97.74927290563078,99.6793672234022,89.70655608208781,0.0,0.0,89.70655608208781,99.2553176188002,,
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Aprobado,39272208478.0,3662268107.0,0.0,116245768.0,43050722353.0,242231557.0,0.0,759173996.0,1001405553.0,44052127906.0,97.72677143965251,2.2732285603474933
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Modificado,38407550279.04,4519307067.09,0.0,127771720.52,43054629066.65,339416800.02,0.0,759173996.0,1098590796.02,44153219862.67,97.51186708594084,2.4881329140591624
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Devengado,38376092525.61,4237469579.68,0.0,121478729.27,42735040834.56,336123873.32,0.0,759173996.0,1095297869.32,43830338703.88,97.50105086634194,2.498949133658054
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Ejercicio,37738466082.2,3768114288.43,0.0,119568815.67,41626149186.3,253801704.55,0.0,759173996.0,1012975700.55,42639124886.85,97.62430466563727,2.3756953343627463
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Aprob,96.09458582738174,102.89018112102954,0.0,102.8586396968877,96.69094247706455,104.77648234329766,0.0,100.0,101.15539079200613,96.79242959122175,,
2015,Poder Judicial,Consejo de la Judicatura Federal,,TOTAL,Porcentaje Ejer/Modif,98.25793576528848,83.37814254467784,0.0,93.58003099855262,96.68216888330716,74.77582268616193,0.0,100.0,92.206825709794,96.57081639678987,,
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Otras Actividades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Aprobado,39272208478.0,3662268107.0,0.0,116245768.0,43050722353.0,242231557.0,0.0,759173996.0,1001405553.0,44052127906.0,97.72677143965251,2.2732285603474933
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Modificado,38407550279.04,4519307067.09,0.0,127771720.52,43054629066.65,339416800.02,0.0,759173996.0,1098590796.02,44153219862.67,97.51186708594084,2.4881329140591624
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Devengado,38376092525.61,4237469579.68,0.0,121478729.27,42735040834.56,336123873.32,0.0,759173996.0,1095297869.32,43830338703.88,97.50105086634194,2.498949133658054
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Ejercicio,37738466082.2,3768114288.43,0.0,119568815.67,41626149186.3,253801704.55,0.0,759173996.0,1012975700.55,42639124886.85,97.62430466563727,2.3756953343627463
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Aprob,96.09458582738174,102.89018112102954,0.0,102.8586396968877,96.69094247706455,104.77648234329766,0.0,100.0,101.15539079200613,96.79242959122175,,
2015,Poder Judicial,Consejo de la Judicatura Federal,,R001,Porcentaje Ejer/Modif,98.25793576528848,83.37814254467784,0.0,93.58003099855262,96.68216888330716,74.77582268616193,0.0,100.0,92.206825709794,96.57081639678987,,
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Aprobado,2283798964.0,516224425.0,0.0,33952692.0,2833976081.0,228041919.0,0.0,0.0,228041919.0,3062018000.0,92.5525611214565,7.447438878543497
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Modificado,2277756240.51,488672696.88,0.0,30927304.51,2797356241.88,133442781.12,0.0,0.0,133442781.12,2930799023.0,95.44688052395328,4.553119476046721
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Devengado,2187012501.41,441994243.86,0.0,27960569.3,2656967314.57,93715992.26,0.0,0.0,93715992.26,2750683306.83,96.59299229295858,3.407007707041424
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Ejercicio,2187012501.41,441994243.86,0.0,27960569.3,2656967314.57,93715992.26,0.0,0.0,93715992.26,2750683306.83,96.59299229295858,3.407007707041424
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Porcentaje Ejer/Aprob,95.76204105021216,85.62056006164373,0.0,82.35155344972351,93.75404868034242,41.095949670551576,0.0,0.0,41.095949670551576,89.83236894198532,,
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,TOTAL,Porcentaje Ejer/Modif,96.01609085834046,90.44791057122177,0.0,90.40739163026639,94.98137115294082,70.22934584653537,0.0,0.0,70.22934584653537,93.85438186799887,,
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Otras Actividades,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Aprobado,2283798964.0,516224425.0,0.0,33952692.0,2833976081.0,228041919.0,0.0,0.0,228041919.0,3062018000.0,92.5525611214565,7.447438878543497
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Modificado,2277756240.51,488672696.88,0.0,30927304.51,2797356241.88,133442781.12,0.0,0.0,133442781.12,2930799023.0,95.44688052395328,4.553119476046721
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Devengado,2187012501.41,441994243.86,0.0,27960569.3,2656967314.57,93715992.26,0.0,0.0,93715992.26,2750683306.83,96.59299229295858,3.407007707041424
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Ejercicio,2187012501.41,441994243.86,0.0,27960569.3,2656967314.57,93715992.26,0.0,0.0,93715992.26,2750683306.83,96.59299229295858,3.407007707041424
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Porcentaje Ejer/Aprob,95.76204105021216,85.62056006164373,0.0,82.35155344972351,93.75404868034242,41.095949670551576,0.0,0.0,41.095949670551576,89.83236894198532,,
2015,Poder Judicial,Tribunal Electoral del Poder Judicial de la Federación,,R001,Porcentaje Ejer/Modif,96.01609085834046,90.44791057122177,0.0,90.40739163026639,94.98137115294082,70.22934584653537,0.0,0.0,70.22934584653537,93.85438186799887,,
2015,Órganos Autónomos,,,TOTAL,Aprobado,19214753290.0,8665202881.0,0.0,5967387471.0,33847343642.0,1608090162.0,0.0,0.0,1608090162.0,35455433804.0,95.4644747237063,4.535525276293698
2015,Órganos Autónomos,,,TOTAL,Modificado,19708545911.33,8114844058.17,0.0,7259673423.46,35083063392.96,1093361916.29,0.0,0.0,1093361916.29,36176425309.25,96.9776949852189,3.022305014781095
2015,Órganos Autónomos,,,TOTAL,Devengado,19679010999.23,7622587399.31,0.0,7239869086.04,34541467484.58,1050760932.52,0.0,0.0,1050760932.52,35592228417.1,97.04777986866603,2.9522201313339806
2015,Órganos Autónomos,,,TOTAL,Ejercicio,19661501689.88,7528917406.11,0.0,7227745635.42,34418164731.41,958645920.68,0.0,0.0,958645920.68,35376810652.09,97.29018556786335,2.709814432136677
2015,Órganos Autónomos,,,TOTAL,Porcentaje Ejer/Aprob,102.32502802995917,86.88679895329966,0.0,121.12076969268418,101.68645757093238,59.61394101731965,0.0,0.0,59.61394101731965,99.77824794827039,,
2015,Órganos Autónomos,,,TOTAL,Porcentaje Ejer/Modif,99.76130039394253,92.77956978766473,0.0,99.5602035218716,98.10478733255825,87.67873714980682,0.0,0.0,87.67873714980682,97.78968029504135,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Aprobado,7893162027.0,3983203775.0,0.0,5802592057.0,17678957859.0,893453377.0,0.0,0.0,893453377.0,18572411236.0,95.18935174519414,4.8106482548058525
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Modificado,8135791232.61,4235036778.66,0.0,6857248189.96,19228076201.23,205158687.36,0.0,0.0,205158687.36,19433234888.59,98.94428957126198,1.0557104287380203
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Devengado,8117317745.17,3800993493.59,0.0,6839813194.67,18758124433.43,187063394.54,0.0,0.0,187063394.54,18945187827.97,99.0126073373428,0.9873926626571959
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Ejercicio,8117317745.17,3800993493.59,0.0,6839813194.67,18758124433.43,187063394.54,0.0,0.0,187063394.54,18945187827.97,99.0126073373428,0.9873926626571959
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Porcentaje Ejer/Aprob,102.83987225149103,95.42553452691483,0.0,117.87513455161371,106.10424315187007,20.93711875242036,0.0,0.0,20.93711875242036,102.00715236827959,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,TOTAL,Porcentaje Ejer/Modif,99.77293557673956,89.75113304193465,0.0,99.74574355766316,97.5559085428945,91.17985543149459,0.0,0.0,91.17985543149459,97.48859588525556,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Gestión Administrativa,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Aprobado,1078930397.0,794092026.0,0.0,6833389.0,1879855812.0,720965371.0,0.0,0.0,720965371.0,2600821183.0,72.2793179434051,27.720682056594892
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Modificado,1022271591.32,864997133.84,0.0,920313101.87,2807581827.03,6294272.84,0.0,0.0,6294272.84,2813876099.87,99.77631307788248,0.2236869221175301
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Devengado,1022271591.32,825200675.18,0.0,920313101.87,2767785368.37,6294272.84,0.0,0.0,6294272.84,2774079641.21,99.77310410463721,0.2268958953627791
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Ejercicio,1022271591.32,825200675.18,0.0,920313101.87,2767785368.37,6294272.84,0.0,0.0,6294272.84,2774079641.21,99.77310410463721,0.2268958953627791
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Porcentaje Ejer/Aprob,94.74861345666584,103.91751184515734,0.0,0.0,147.23391819212569,0.8730340031823803,0.0,0.0,0.8730340031823803,106.66168283088764,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,M001,Porcentaje Ejer/Modif,100.0,95.39923808957252,0.0,100.0,98.58253610716312,100.0,0.0,0.0,100.0,98.58570678851714,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,M002,Organización del servicio profesional electoral,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,,
2015,Órganos Autónomos,Instituto Nacional Electoral,,M002,Aprobado,63627396.0,41964551.0,0.0,52300.0,105644247.0,70000.0,0.0,0.0,70000.0,105714247.0,99.93378375953432,0.1
2015,Órganos Autónomos,Instituto Nacional Electoral,,M002,Modificado,66921506.97,37549431.84,0.0,539213.87,105010152.68,0.0,0.0,0.0,0.0,105010152.68,100.0,0.0
